radius_deg,convergence,n_voids
0.034,-1.0,4
0.062,-1.0,4
0.09,-1.0,4
0.118,-1.0,4
0.14599999999999996,-1.0,4
0.174,-1.0,4
0.20199999999999996,-1.0,4
0.22999999999999998,-0.9957035690145014,4
0.258,-0.9596770145342469,4
0.28600000000000003,-0.9428936887756908,4
