triplet,Q,phase_deg,pct_from_2_3,phase_dev_deg
"leptons (e,mu,tau)",0.6666605114773855,90.00037405917038,-0.0009232783921730991,0.0003740591703831342
"heavy (c,b,t)",0.6696415824294437,89.8192100489682,0.44623736441655737,-0.18078995103179807
"light (u,d,s)",0.5670428024352764,96.06560037636545,-14.943579634708538,6.0656003763654525
"up-type (u,c,t)",0.8490944268528633,78.84324752904371,27.364164027929494,-11.156752470956292
"down-type (d,s,b)",0.7314276514329372,86.06128599571116,9.71414771494059,-3.9387140042888404
