required_P_tunnel,naive_alpha_over_phi2,measured_seam_crossing_frac,gap_required_vs_naive,gap_required_vs_encounter,gap_reanchored_not_closed
4.0953730475309e-30,0.0027873406535812275,0.446,1.469276115306928e-27,9.182450779217264e-30,True
