frequency,power
1.0690905907270806e+18,0.0
1.0877228680192594e+18,0.0
1.1066798715414732e+18,0.0
1.1259672606730248e+18,0.0
1.1455907934257609e+18,0.0
1.165556328163055e+18,0.0
1.18586982534876e+18,0.0
1.2065373493265915e+18,0.0
1.2275650701306304e+18,0.0
1.2489592653272335e+18,0.0
1.270726321889191e+18,0.0
1.2928727381024397e+18,0.0
1.3154051255060557e+18,0.0
1.3383302108660472e+18,0.0
1.3616548381835484e+18,0.0
1.385385970738011e+18,0.0
1.4095306931660042e+18,0.0
1.43409621357626e+18,0.0
1.4590898657015158e+18,0.0
1.4845191110879918e+18,0.0
1.5103915413228506e+18,0.0
1.5367148803006536e+18,0.0
1.5634969865291878e+18,0.0
1.5907458554755377e+18,0.0
1.6184696219530324e+18,0.0
1.646676562549795e+18,0.0
1.6753750980996155e+18,0.0
1.7045737961958858e+18,0.0
1.7342813737493642e+18,0.0
1.7645066995904445e+18,0.0
1.7952587971169347e+18,0.0
1.8265468469877668e+18,0.0
1.85838018986387e+18,0.0
1.8907683291966525e+18,0.0
1.9237209340651535e+18,0.0
1.9572478420626268e+18,0.0
1.9913590622334339e+18,0.0
2.0260647780611195e+18,0.0
2.0613753505085655e+18,0.0
2.0973013211111457e+18,0.0
2.1338534151237023e+18,0.0
2.171042544722558e+18,0.0
2.2088798122630735e+18,0.0
2.2473765135942405e+18,0.0
2.286544141430849e+18,0.0
2.3263943887845105e+18,0.0
2.3669391524544655e+18,0.0
2.4081905365792225e+18,0.0
2.4501608562501023e+18,0.0
2.4928626411877535e+18,0.0
2.536308639482769e+18,0.0
2.5805118214013865e+18,0.0
2.6254853832577485e+18,0.0
2.671242751353329e+18,0.0
2.71779758598534e+18,0.0
2.765163785524758e+18,0.0
2.8133554905655337e+18,0.0
2.8623870881460915e+18,0.0
2.9122732160444006e+18,0.0
2.963028767147906e+18,0.0
3.0146688938996116e+18,0.0
3.067209012821685e+18,0.0
3.120664809117766e+18,0.0
3.1750522413557417e+18,0.0
3.230387546231907e+18,0.0
3.286687243418148e+18,0.0
3.3439681404938445e+18,0.0
3.4022473379634616e+18,0.0
3.461542234361717e+18,0.0
3.5218705314477036e+18,0.0
3.583250239489525e+18,0.0
3.6456996826410445e+18,0.0
3.709237504412361e+18,0.0
3.7738826732354806e+18,0.0
3.839654488127286e+18,0.0
3.9065725844509343e+18,0.0
3.974656939777652e+18,0.0
4.0439278798509855e+18,0.0
4.1144060846546714e+18,0.0
4.186112594586423e+18,0.0
4.2590688167392824e+18,0.0
4.3332965312924416e+18,0.0
4.408817898013448e+18,0.0
4.4856554628737654e+18,0.0
4.563832164779448e+18,0.0
4.643371342419487e+18,0.0
4.724296741233182e+18,0.0
4.80663252049893e+18,0.0
4.890403260546911e+18,0.0
4.975633970097086e+18,0.0
5.062350093725285e+18,0.0
5.150577519459365e+18,0.0
5.240342586507765e+18,0.0
5.331672093122749e+18,0.0
5.424593304600741e+18,0.0
5.519133961421861e+18,0.0
5.615322287531772e+18,0.0
5.713186998767457e+18,0.0
5.812757311429839e+18,0.0
5.914062951006222e+18,0.0
6.017134161044287e+18,0.0
6.12200171218097e+18,0.0
6.228696911328663e+18,0.0
6.337251611021496e+18,0.0
6.447698218924534e+18,0.0
6.560069707508718e+18,0.0
6.674399623894192e+18,0.0
6.790722099865695e+18,0.0
6.909071862062026e+18,0.0
7.029484242343084e+18,0.0
7.151995188338093e+18,0.0
7.276641274177102e+18,0.0
7.403459711409791e+18,0.0
7.532488360114526e+18,0.0
7.66376574020101e+18,0.0
7.797331042909935e+18,0.0
7.9332241425131e+18,0.0
8.071485608217128e+18,0.0
8.212156716275289e+18,0.0
8.355279462309823e+18,0.0
8.500896573849013e+18,0.0
8.649051523083359e+18,0.0
8.799788539843402e+18,0.0
8.953152624804052e+18,0.0
9.109189562918993e+18,0.0
9.267945937089212e+18,0.0
9.429469142069744e+18,0.0
9.593807398618876e+18,0.0
9.761009767893545e+18,0.0
9.931126166096407e+18,0.0
1.0104207379377467e+19,0.0
1.0280305078995423e+19,0.0
1.0459471836743959e+19,0.0
1.064176114064608e+19,0.0
1.0827227410922392e+19,0.0
1.1015926016237576e+19,0.0
1.1207913290230022e+19,0.0
1.1403246548329542e+19,0.0
1.1601984104868282e+19,0.0
1.1804185290489362e+19,0.0
1.2009910469859877e+19,0.0
1.2219221059691737e+19,0.0
1.2432179547076581e+19,0.0
1.2648849508141103e+19,0.0
1.2869295627026543e+19,0.0
1.3093583715199414e+19,0.0
1.3321780731098726e+19,0.0
1.3553954800125585e+19,0.0
1.3790175234981202e+19,0.0
1.4030512556359444e+19,0.0
1.4275038513999477e+19,0.0
1.4523826108106428e+19,0.0
1.4776949611144382e+19,0.0
1.5034484590009127e+19,0.0
1.5296507928588442e+19,0.0
1.5563097850714348e+19,0.0
1.5834333943515998e+19,0.0
1.6110297181179425e+19,0.0
1.6391069949121378e+19,0.0
1.6676736068584489e+19,0.0
1.6967380821661188e+19,0.0
1.726309097675308e+19,0.0
1.7563954814475403e+19,0.0
1.7870062154011705e+19,0.0
1.8181504379927822e+19,0.0
1.8498374469454463e+19,0.0
1.882076702024385e+19,0.0
1.914877827861082e+19,0.0
1.9482506168265974e+19,0.0
1.982205031954958e+19,0.0
2.0167512099175e+19,0.0
2.0518994640490627e+19,0.0
2.0876602874268406e+19,0.0
2.1240443560030614e+19,0.0
2.1610625317921124e+19,0.0
2.198725866113205e+19,0.0
2.237045602889717e+19,0.0
2.276033182005855e+19,0.0
2.3157002427219087e+19,0.0
2.35605862714901e+19,0.0
2.3971203837844468e+19,0.0
2.4388977711085937e+19,0.0
2.48140326124455e+19,0.0
2.5246495436814594e+19,0.0
2.568649529062917e+19,0.0
2.613416353041228e+19,0.0
2.658963380198826e+19,0.0
2.7053042080382333e+19,0.0
2.752452671041341e+19,0.0
2.8004228447995466e+19,0.0
2.8492290502158447e+19,0.0
2.8988858577801585e+19,0.0
2.9494080919191773e+19,0.0
3.0008108354220327e+19,0.0
3.05310943394298e+19,0.0
3.1063195005828006e+19,0.0
3.1604569205498274e+19,0.0
3.215537855902202e+19,0.0
3.2715787503730078e+19,0.0
3.3285963342792446e+19,0.0
3.3866076295164817e+19,0.0
3.4456299546405347e+19,0.0
3.5056809300377068e+19,0.0
3.5667784831851373e+19,0.0
3.6289408540028592e+19,0.0
3.692186600298983e+19,0.0
3.756534603310076e+19,0.0
3.8220040733378404e+19,0.0
3.888614555484013e+19,0.0
3.956385935485502e+19,0.0
4.025338445650902e+19,0.0
4.095492670900633e+19,0.0
4.166869554912314e+19,0.0
4.239490406373239e+19,0.0
4.3133769053418226e+19,0.0
4.388551109719947e+19,0.0
4.465035461837938e+19,0.0
4.542852795154656e+19,0.0
4.62202634107404e+19,0.0
4.70257973588044e+19,0.0
4.784537027795165e+19,0.0
4.867922684155632e+19,0.0
4.952761598719823e+19,0.0
5.039079099098011e+19,0.0
5.126900954314007e+19,0.0
5.216253382498179e+19,0.0
5.307163058714597e+19,0.0
5.399657122924374e+19,0.0
5.493763188088218e+19,0.0
5.589509348409822e+19,0.0
5.6869241877228945e+19,0.0
5.786036788024792e+19,0.0
5.886876738158397e+19,0.0
5.9894741426455585e+19,0.0
6.093859630674417e+19,0.0
6.200064365243376e+19,0.0
6.308120052464424e+19,0.0
6.418058951028663e+19,0.0
6.529913881836527e+19,0.0
6.6437182377963725e+19,0.0
6.759505993793364e+19,0.0
6.8773117168320905e+19,0.0
6.9971705763564446e+19,0.0
7.119118354748809e+19,0.0
7.243191458012498e+19,0.0
7.369426926640322e+19,0.0
7.497862446672567e+19,0.0
7.628536360947696e+19,0.0
7.761487680549197e+19,0.0
7.896756096451605e+19,0.0
8.034381991370131e+19,0.0
8.174406451816237e+19,0.0
8.316871280363304e+19,0.0
8.461819008126673e+19,0.0
8.609292907460516e+19,0.0
8.75933700487634e+19,0.0
8.911996094186539e+19,0.0
9.067315749877052e+19,0.0
9.225342340713056e+19,0.0
9.38612304358186e+19,0.0
9.549705857576686e+19,0.0
9.716139618326656e+19,0.0
9.88547401257584e+19,0.0
1.0057759593016386e+20,0.0
1.023304779338087e+20,0.0
1.041139094379689e+20,0.0
1.0592842286409654e+20,0.0
1.0777455991276772e+20,0.0
1.096528717254005e+20,0.0
1.115639190487914e+20,0.0
1.1350827240251943e+20,0.0
1.154865122492686e+20,0.0
1.1749922916811414e+20,0.0
1.1954702403083921e+20,0.0
1.2163050818131003e+20,0.0
1.237503036179919e+20,0.0
1.2590704317963525e+20,0.0
1.2810137073420277e+20,0.0
1.3033394137108827e+20,0.0
1.3260542159668557e+20,0.0
1.3491648953336565e+20,0.0
1.372678351219218e+20,0.0
1.3966016032754403e+20,0.0
1.4209417934937756e+20,0.0
1.4457061883374613e+20,0.0
1.4709021809107408e+20,0.0
1.4965372931660648e+20,0.0
1.5226191781496314e+20,0.0
1.5491556222861187e+20,0.0
1.576154547703227e+20,0.0
1.603624014596732e+20,0.0
1.6315722236367562e+20,0.0
1.660007518415978e+20,0.0
1.688938387940522e+20,0.0
1.7183734691641924e+20,0.0
1.7483215495670245e+20,0.0
1.7787915697785674e+20,0.0
1.8097926262470974e+20,0.0
1.8413339739551934e+20,0.0
1.8734250291827114e+20,0.0
1.9060753723178998e+20,0.0
1.939294750717505e+20,0.0
1.9730930816167238e+20,0.0
2.0074804550898736e+20,0.0
2.042467137062674e+20,0.0
2.078063572376947e+20,0.0
2.1142803879089114e+20,0.0
2.1511283957415713e+20,0.0
2.1886185963926484e+20,0.0
2.2267621820985832e+20,0.0
2.265570540155856e+20,0.0
2.3050552563205236e+20,0.0
2.3452281182670022e+20,0.0
2.3861011191071346e+20,0.0
2.4276864609705837e+20,0.0
2.4699965586476486e+20,0.0
2.513044043295466e+20,0.0
2.556841766209029e+20,0.0
2.6014028026576162e+20,0.0
2.646740455788399e+20,0.0
2.6928682605978475e+20,0.0
2.7397999879724597e+20,0.0
2.7875496487998862e+20,0.0
2.83613149815171e+20,0.0
2.885560039539121e+20,0.0
2.9358500292427612e+20,0.0
2.987016480718053e+20,0.0
3.039074669077186e+20,0.0
3.0920401356494805e+20,0.0
3.145928692620865e+20,0.0
3.200756427754582e+20,0.0
3.2565397091938927e+20,0.0
3.313295190348606e+20,0.0
3.371039814866751e+20,0.0
3.429790821692895e+20,0.0
3.489565750214612e+20,0.0
3.550382445498657e+20,0.0
3.6122590636184155e+20,0.0
3.675214077074059e+20,0.0
3.7392662803074554e+20,0.0
3.804434795312936e+20,0.0
3.8707390773458325e+20,0.0
3.938198920730789e+20,0.0
4.0068344647709924e+20,0.0
4.0766661997605395e+20,0.0
4.147714973101565e+20,0.0
4.220001995527973e+20,0.0
4.2935488474376425e+20,0.0
4.368377485335021e+20,0.0
4.4445102483858286e+20,0.0
4.5219698650863514e+20,0.0
4.60077946004865e+20,0.0
4.6809625609040114e+20,0.0
4.7625431053270575e+20,0.0
4.845545448181893e+20,0.0
4.929994368792988e+20,0.0
5.015915078342737e+20,0.0
5.103333227397948e+20,0.0
5.192274913567499e+20,0.0
5.282766689293507e+20,0.0
5.374835569778051e+20,0.0
5.4685090410484905e+20,0.0
5.5638150681629524e+20,0.0
5.660782103558814e+20,0.0
5.759439095547097e+20,0.0
5.859815496954454e+20,0.0
5.961941273915982e+20,0.0
6.065846914821249e+20,0.0
6.171563439416225e+20,0.0
6.279122408063842e+20,0.0
6.388555931166004e+20,0.0
6.49989667874954e+20,0.0
6.613177890219757e+20,0.0
6.728433384283493e+20,0.0
6.845697569045106e+20,0.0
6.965005452278927e+20,0.0
7.08639265188017e+20,0.0
7.209895406498273e+20,0.0
7.335550586355501e+20,0.0
7.463395704254096e+20,0.0
7.593468926775251e+20,0.0
7.725809085673354e+20,0.0
7.860455689468455e+20,0.0
7.997448935241442e+20,0.0
8.136829720634183e+20,0.0
8.278639656058822e+20,0.0
8.422921077120449e+20,0.0
8.569717057255596e+20,0.0
8.719071420591363e+20,0.0
8.871028755028553e+20,0.0
9.025634425552857e+20,0.0
9.182934587777993e+20,0.0
9.342976201724981e+20,0.0
9.505807045841173e+20,0.0
9.671475731264365e+20,0.0
9.840031716334843e+20,0.0
1.0011525321360302e+21,0.0
1.018600774363884e+21,0.0
1.036353107274296e+21,0.0
1.0544148306070338e+21,0.0
1.0727913364665557e+21,0.0
1.091488110931756e+21,0.0
1.1105107356937662e+21,0.0
1.1298648897223089e+21,0.0
1.1495563509610481e+21,0.0
1.1695909980525772e+21,0.0
1.189974812093389e+21,0.0
1.210713878419427e+21,0.0
1.2318143884228483e+21,0.0
1.2532826414003446e+21,0.0
1.2751250464337334e+21,0.0
1.2973481243033063e+21,0.0
1.3199585094345304e+21,0.0
1.342962951878673e+21,0.0
1.3663683193279558e+21,0.0
1.3901815991657782e+21,0.0
1.4144099005527782e+21,0.0
1.4390604565491527e+21,0.0
1.4641406262739633e+21,0.0
1.4896578971021798e+21,0.0
1.5156198868998968e+21,0.0
1.542034346298566e+21,0.0
1.5689091610088503e+21,0.0
1.596252354174806e+21,0.0
1.6240720887690945e+21,0.0
1.6523766700299476e+21,0.0
1.6811745479405433e+21,0.0
1.710474319751722e+21,0.0
1.7402847325485513e+21,0.0
1.7706146858616165e+21,0.0
1.8014732343239513e+21,0.0
1.832869590374129e+21,0.0
1.8648131270065369e+21,0.0
1.897313380569568e+21,0.0
1.9303800536125803e+21,0.0
1.964023017782473e+21,0.0
1.998252316770761e+21,0.0
2.033078169311929e+21,0.0
2.0685109722342076e+21,0.0
2.1045613035633694e+21,0.0
2.1412399256806157e+21,0.0
2.1785577885356544e+21,0.0
2.2165260329156057e+21,0.0
2.255155993770962e+21,0.0
2.2944592035994974e+21,0.0
2.3344473958891546e+21,0.0
2.37513250862093e+21,0.0
2.4165266878328314e+21,0.0
2.4586422912458503e+21,0.0
2.501491891953322e+21,0.0
2.5450882821744126e+21,0.0
2.589444477073012e+21,0.0
2.6345737186433753e+21,0.0
2.680489479663277e+21,0.0
2.727205467716159e+21,0.0
2.774735629283361e+21,0.0
2.8230941539076727e+21,0.0
2.872295478429445e+21,0.0
2.9223542912965547e+21,0.0
2.973285536949363e+21,0.0
3.025104420282335e+21,0.0
3.0778264111832094e+21,0.0
3.1314672491512584e+21,0.0
3.1860429479962754e+21,0.0
3.2415698006192e+21,0.0
3.298064383876184e+21,0.0
3.355543563527413e+21,0.0
3.414024499272164e+21,0.0
3.473524649871628e+21,0.0
3.534061778361031e+21,0.0
3.595653957352459e+21,0.0
3.6583195744303794e+21,0.0
3.722077337640949e+21,0.0
3.786946281076973e+21,0.0
3.852945770560483e+21,0.0
3.9200955094240414e+21,0.0
3.9884155443929583e+21,0.0
4.0579262715699937e+21,0.0
4.1286484425243644e+21,0.0
4.200603170486865e+21,0.0
4.2738119366530003e+21,0.0
4.3482965965957895e+21,0.0
4.424079386790688e+21,0.0
4.501182931253908e+21,0.0
4.5796302482964307e+21,0.0
4.659444757396055e+21,0.0
4.740650286188848e+21,0.0
4.823271077582631e+21,0.0
4.907331796994394e+21,0.0
4.992857539713859e+21,0.0
5.079873838395365e+21,0.0
5.168406670680364e+21,0.0
5.25848246695257e+21,0.0
5.350128118228658e+21,0.0
5.443370984186136e+21,0.0
5.538238901331099e+21,0.0
5.634760191308738e+21,0.0
5.732963669358239e+21,0.0
5.832878652915266e+21,0.0
5.93453497036432e+21,0.0
6.037962969943625e+21,0.0
6.143193528805234e+21,0.0
6.250258062233058e+21,0.0
6.359188533021321e+21,0.0
6.470017461016951e+21,0.0
6.582777932827836e+21,0.0
6.697503611700259e+21,0.0
6.814228747568961e+21,0.0
6.932988187281823e+21,0.0
7.053817385003022e+21,0.0
7.176752412797424e+21,0.0
7.301829971399463e+21,0.0
7.429087401169686e+21,0.0
7.558562693242318e+21,0.0
7.690294500866805e+21,0.0
7.824322150947627e+21,0.0
7.960685655784682e+21,0.0
8.099425725018268e+21,0.0
8.240583777782828e+21,0.0
8.384201955071862e+21,0.0
8.530323132318671e+21,0.0
8.67899093219628e+21,0.0
8.830249737640457e+21,0.0
8.98414470509968e+21,0.0
9.140721778016123e+21,0.0
9.300027700541198e+21,0.0
9.462110031490889e+21,0.0
9.627017158543639e+21,0.0
9.794798312685643e+21,0.0
9.965503582908635e+21,0.0
1.0139183931163012e+22,0.0
1.0315891207571977e+22,0.0
1.0495678165910756e+22,0.0
1.0678598479355585e+22,0.0
1.0864706756507175e+22,0.0
1.105405855769343e+22,0.0
1.1246710411556395e+22,0.0
1.1442719831927816e+22,0.0
1.164214533499982e+22,0.0
1.1845046456793472e+22,0.0
1.2051483770933165e+22,0.0
1.2261518906729756e+22,0.0
1.2475214567579329e+22,0.0
1.2692634549682514e+22,0.0
1.291384376109007e+22,0.0
1.313890824108036e+22,0.0
1.3367895179874584e+22,0.0
1.3600872938695685e+22,0.0
1.3837911070176314e+22,0.0
1.4079080339123682e+22,0.0
1.4324452743644623e+22,0.0
1.457410153664053e+22,0.0
1.4828101247675662e+22,0.0
1.508652770522712e+22,0.0
1.5349458059322519e+22,0.0
1.5616970804572163e+22,0.0
1.5889145803602655e+22,0.0
1.6166064310898882e+22,0.0
1.6447808997061686e+22,0.0
1.6734463973487607e+22,0.0
1.702611481748025e+22,0.0
1.7322848597797239e+22,0.0
1.7624753900644473e+22,0.0
1.7931920856121917e+22,0.0
1.8244441165130942e+22,0.0
1.8562408126750512e+22,0.0
1.8885916666090469e+22,0.0
1.9215063362630247e+22,0.0
1.954994647905149e+22,0.0
1.9890665990573324e+22,0.0
2.023732361479806e+22,0.0
2.05900228420789e+22,0.0
2.094886896641435e+22,0.0
2.1313969116883634e+22,0.0
2.1685432289628076e+22,0.0
2.206336938039073e+22,0.0
2.2447893217622922e+22,0.0
2.28391185961678e+22,0.0
2.3237162311530918e+22,0.0
2.364214319474808e+22,0.0
2.405418214786109e+22,0.0
2.447340218001077e+22,0.0
2.4899928444161195e+22,0.0
2.533388827446098e+22,0.0
2.5775411224258726e+22,0.0
2.6224629104778756e+22,0.0
2.6681676024471945e+22,0.0
2.714668842905212e+22,0.0
2.761980514223027e+22,0.0
2.8101167407158622e+22,0.0
2.8590918928597074e+22,0.0
2.908920591581467e+22,0.0
2.959617712623767e+22,0.0
3.0111983909860874e+22,0.0
3.0636780254429375e+22,0.0
3.1170722831411425e+22,0.0
3.1713971042769753e+22,0.0
3.2266687068549337e+22,0.0
3.282903591529421e+22,0.0
3.340118546530817e+22,0.0
3.3983306526773945e+22,0.0
3.457557288474585e+22,0.0
3.51781613530315e+22,0.0
3.5791251826976206e+22,0.0
3.6415027337170237e+22,0.0
3.7049674104089508e+22,0.0
3.7695381593688468e+22,0.0
3.835234257396464e+22,0.0
3.902075317250593e+22,0.0
3.970081293504237e+22,0.0
4.039272488501805e+22,0.0
4.109669558420127e+22,0.0
4.181293519435099e+22,0.0
4.254165753995838e+22,0.0
4.328308017208008e+22,0.0
4.403742443328748e+22,0.0
4.480491552374479e+22,0.0
4.558578256843864e+22,0.0
4.638025868558272e+22,0.0
4.7188581056210866e+22,0.0
4.801099099498492e+22,0.0
4.884773402223623e+22,0.0
4.969905993726268e+22,0.0
5.056522289290326e+22,0.0
5.144648147141259e+22,0.0
5.234309876165587e+22,0.0
5.3255342437653235e+22,0.0
5.4183484838489386e+22,0.0
5.512780304961564e+22,0.0
5.608857898557303e+22,0.0
5.706609947415271e+22,0.0
5.80606563420252e+22,0.0
5.907254650186169e+22,0.0
6.010207204097365e+22,0.0
6.1149540311497225e+22,0.0
6.221526402215e+22,0.0
6.329956133158422e+22,0.0
6.440275594337221e+22,0.0
6.552517720264259e+22,0.0
6.666716019440055e+22,0.0
6.782904584356653e+22,0.0
6.901118101675305e+22,0.0
7.021391862581798e+22,0.0
7.143761773322195e+22,0.0
7.268264365922213e+22,0.0
7.3949368090933984e+22,0.0
7.523816919329453e+22,0.0
7.654943172195633e+22,0.0
7.788354713815524e+22,0.0
7.924091372557453e+22,0.0
8.062193670924554e+22,0.0
8.202702837652655e+22,0.0
8.345660820018345e+22,0.0
8.491110296361879e+22,0.0
8.639094688828278e+22,0.0
8.78965817633046e+22,0.0
8.942845707738323e+22,0.0
9.098703015297742e+22,0.0
9.25727662828307e+22,0.0
9.418613886888322e+22,0.0
9.58276295635979e+22,0.0
9.749772841374946e+22,0.0
9.919693400672644e+22,0.0
1.0092575361937528e+23,0.0
1.0268470336944221e+23,0.0
1.0447430836965403e+23,0.0
1.062951028844838e+23,0.0
1.0814763048964908e+23,0.0
1.1003244423439057e+23,0.0
1.1195010680657455e+23,0.0
1.1390119070068172e+23,0.0
1.1588627838871584e+23,0.0
1.179059624940906e+23,0.0
1.1996084596855562e+23,0.0
1.2205154227219662e+23,0.0
1.2417867555657719e+23,0.0
1.2634288085107155e+23,0.0
1.2854480425244476e+23,0.0
1.3078510311773692e+23,0.0
1.3306444626051005e+23,0.0
1.353835141505098e+23,0.0
1.3774299911681784e+23,0.0
1.4014360555453486e+23,0.0
1.4258605013506566e+23,0.0
1.450710620200793e+23,0.0
1.4759938307918683e+23,0.0
1.501717681114184e+23,0.0
1.5278898507055916e+23,0.0
1.5545181529441243e+23,0.0
1.5816105373805846e+23,0.0
1.6091750921117975e+23,0.0
1.6372200461951586e+23,0.0
1.6657537721053974e+23,0.0
1.6947847882340377e+23,0.0
1.724321761432415e+23,0.0
1.7543735095991414e+23,0.0
1.7849490043125253e+23,0.0
1.8160573735089386e+23,0.0
1.8477079042078495e+23,0.0
1.879910045284349e+23,0.0
1.9126734102899923e+23,0.0
1.9460077803228264e+23,0.0
1.9799231069473483e+23,0.0
2.0144295151655203e+23,0.0
2.049537306439415e+23,0.0
2.085256961766541e+23,0.0
2.1215991448089124e+23,0.0
2.15857470507649e+23,0.0
2.1961946811661825e+23,0.0
2.2344703040572858e+23,0.0
2.273413000464351e+23,0.0
2.3130343962484892e+23,0.0
2.35334631988815e+23,0.0
2.3943608060102884e+23,0.0
2.4360900989832704e+23,0.0
2.4785466565722208e+23,0.0
2.5217431536580747e+23,0.0
2.565692486021627e+23,0.0
2.610407774193327e+23,0.0
2.655902367370273e+23,0.0
2.7021898474014485e+23,0.0
2.7492840328424157e+23,0.0
2.7971989830806753e+23,0.0
2.8459490025329457e+23,0.0
2.8955486449154782e+23,0.0
2.9460127175890264e+23,0.0
2.997356285979334e+23,0.0
3.0495946780746573e+23,0.0
3.102743489001893e+23,0.0
3.1568185856822113e+23,0.0
3.2118361115679575e+23,0.0
3.2678124914620765e+23,0.0
3.324764436421538e+23,0.0
3.382708948746215e+23,0.0
3.4416633270547356e+23,0.0
3.501645171448666e+23,0.0
3.562672388766965e+23,0.0
3.624763197931773e+23,0.0
3.687936135387352e+23,0.0
3.7522100606340905e+23,0.0
3.817604161858656e+23,0.0
3.884137961662423e+23,0.0
3.951831322889701e+23,0.0
4.0207044545575445e+23,0.0
4.090777917888903e+23,0.0
4.162072632450957e+23,0.0
4.2346098824002565e+23,0.0
4.3084113228370516e+23,0.0
4.383498986270051e+23,0.0
4.459895289193849e+23,0.0
4.537623038781307e+23,0.0
4.616705439692209e+23,0.0
4.697166101000765e+23,0.0
4.779029043243805e+23,0.0
4.862318705591817e+23,0.0
4.947059953144955e+23,0.0
5.033278084356256e+23,0.0
5.1209988385840075e+23,0.0
5.2102484037761694e+23,0.0
5.301053424288335e+23,0.0
5.3934410088379484e+23,0.0
5.487438738597532e+23,0.0
5.5830746754285334e+23,0.0
5.6803773702588926e+23,0.0
5.7793758716065676e+23,0.0
5.8800997342516095e+23,0.0
5.98257902805938e+23,0.0
6.086844346957585e+23,0.0
6.192926818069518e+23,0.0
6.300858111006973e+23,0.0
6.410670447324675e+23,0.0
6.52239661013946e+23,0.0
6.636069953917593e+23,0.0
6.751724414432112e+23,0.0
6.869394518893996e+23,0.0
6.989115396259832e+23,0.0
7.110922787719133e+23,0.0
7.23485305736443e+23,0.0
7.360943203047378e+23,0.0
7.489230867423772e+23,0.0
7.619754349191658e+23,0.0
7.752552614524756e+23,0.0
7.887665308705137e+23,0.0
8.025132767959216e+23,0.0
8.164996031499375e+23,0.0
8.307296853775785e+23,0.0
8.452077716941672e+23,0.0
8.599381843535847e+23,0.0
8.749253209386256e+23,0.0
8.901736556738495e+23,0.0
9.056877407612767e+23,0.0
9.214722077394347e+23,0.0
9.375317688660265e+23,0.0
9.538712185246925e+23,0.0
9.704954346563614e+23,0.0
9.87409380215468e+23,0.0
1.0046181046515898e+24,0.0
1.022126745416898e+24,0.0
1.03994052949988e+24,0.0
1.0580647749857928e+24,0.0
1.0765048926443197e+24,0.0
1.0952663875448548e+24,0.0
1.1143548607000249e+24,0.0
1.1337760107377774e+24,0.0
1.1535356356026074e+24,0.0
1.1736396342865171e+24,0.0
1.1940940085900509e+24,0.0
1.2149048649140675e+24,0.0
1.2360784160827305e+24,0.0
1.2576209831982705e+24,0.0
1.2795389975280726e+24,0.0
1.3018390024246508e+24,0.0
1.3245276552790966e+24,0.0
1.3476117295085177e+24,0.0
1.3710981165782336e+24,0.0
1.39499382805905e+24,0.0
1.419305997720554e+24,0.0
1.4440418836607685e+24,0.0
1.46920887047298e+24,0.0
1.4948144714503155e+24,0.0
1.5208663308287448e+24,0.0
1.5473722260691733e+24,0.0
1.5743400701793053e+24,0.0
1.6017779140759892e+24,0.0
1.629693948988666e+24,0.0
1.6580965089048528e+24,0.0
1.686994073058044e+24,0.0
1.716395268459177e+24,0.0
1.7463088724720656e+24,0.0
1.7767438154337872e+24,0.0
1.8077091833207235e+24,0.0
1.839214220461068e+24,0.0
1.8712683322946063e+24,0.0
1.9038810881805917e+24,0.0
1.9370622242545772e+24,0.0
1.9708216463349552e+24,0.0
2.0051694328803266e+24,0.0
2.0401158379981739e+24,0.0
2.0756712945062104e+24,0.0
2.1118464170469046e+24,0.0
2.1486520052563674e+24,0.0
2.186099046988449e+24,0.0
2.2241987215950276e+24,0.0
2.262962403263467e+24,0.0
2.302401664412239e+24,0.0
2.3425282791457465e+24,0.0
2.3833542267692592e+24,0.0
2.424891695365322e+24,0.0
2.467153085432202e+24,0.0
2.51015101358604e+24,0.0
2.553898316327308e+24,0.0
2.5984080538730077e+24,0.0
2.643693514055635e+24,0.0
2.689768216290101e+24,0.0
2.736645915609784e+24,0.0
2.7843406067729264e+24,0.0
2.832866528440621e+24,0.0
2.8822381674274915e+24,0.0
2.932470263026718e+24,0.0
2.983577811410081e+24,0.0
3.0355760701050506e+24,0.0
3.0884805625496377e+24,0.0
3.142307082726747e+24,0.0
3.1970716998792784e+24,0.0
3.2527907633073985e+24,0.0
3.309480907249422e+24,0.0
3.3671590558477614e+24,0.0
3.4258424282014446e+24,0.0
3.485548543506556e+24,0.0
3.5462952262865696e+24,0.0
3.6081006117134154e+24,0.0
3.6709831510217106e+24,0.0
3.734961617017034e+24,0.0
3.8000551096803434e+24,0.0
3.866283061870038e+24,0.0
3.933665245123399e+24,0.0
4.0022217755591405e+24,0.0
4.071973119882824e+24,0.0
4.1429401014969754e+24,0.0
4.215143906717524e+24,0.0
4.2886060910989113e+24,0.0
4.363348585869141e+24,0.0
4.439393704476965e+24,0.0
4.516764149253505e+24,0.0
4.595483018189606e+24,0.0
4.6755738118314947e+24,0.0
4.7570604402965776e+24,0.0
4.839967230411511e+24,0.0
4.924318932974674e+24,0.0
5.010140730145253e+24,0.0
5.097458242960906e+24,0.0
5.186297538986845e+24,0.0
5.276685140097874e+24,0.0
5.368648030396028e+24,0.0
5.462213664266604e+24,0.0
5.55740997457416e+24,0.0
5.654265381001566e+24,0.0
5.75280879853435e+24,0.0
5.853069646092908e+24,0.0
5.955077855315169e+24,0.0
6.058863879492351e+24,0.0
6.164458702660229e+24,0.0
6.271893848849325e+24,0.0
6.381201391495876e+24,0.0
6.492413963016806e+24,0.0
