frequency,power
1177702285210.5247,0.0
1198227464026.9912,0.0
1219110358856.0222,0.0
1240357204027.978,0.0
1261974342526.119,0.0
1283968227880.1846,0.0
1306345426093.0515,0.0
1329112617600.912,0.0
1352276599267.646,0.0
1375844286413.9185,0.0
1399822714881.7024,0.0
1424219043134.6975,0.0
1449040554395.4412,0.0
1474294658819.6072,0.0
1499988895708.198,0.0
1526130935758.3528,0.0
1552728583353.2898,0.0
1579789778892.2522,0.0
1607322601160.9917,0.0
1635335269743.602,0.0
1663836147476.349,0.0
1692833742944.3381,0.0
1722336713021.5933,0.0
1752353865455.5073,0.0
1782894161496.2676,0.0
1813966718572.1023,0.0
1845580813011.2285,0.0
1877745882811.126,0.0
1910471530456.1865,0.0
1943767525784.388,0.0
1977643808903.9736,0.0
2012110493160.9172,0.0
2047177868158.193,0.0
2082856402827.546,0.0
2119156748554.9175,0.0
2156089742360.2634,0.0
2193666410132.7834,0.0
2231897969922.628,0.0
2270795835289.8345,0.0
2310371618711.771,0.0
2350637135049.8594,0.0
2391604405076.776,0.0
2433285659065.0664,0.0
2475693340438.4097,0.0
2518840109486.37,0.0
2562738847144.0405,0.0
2607402658837.457,0.0
2652844878396.0293,0.0
2699079072033.2656,0.0
2746119042396.7114,0.0
2793978832688.636,0.0
2842672730858.4146,0.0
2892215273868.04,0.0
2942621252031.9062,0.0
2993905713432.359,0.0
3046083968412.016,0.0
3099171594144.5693,0.0
3153184439285.1177,0.0
3208138628701.5522,0.0
3264050568288.51,0.0
3320936949865.116,0.0
3378814756158.077,0.0
3437701265871.7466,0.0
3497614058846.4287,0.0
3558571021306.578,0.0
3620590351200.614,0.0
3683690563633.573,0.0
3747890496394.6733,0.0
3813209315581.0547,0.0
3879666521319.5376,0.0
3947281953588.235,0.0
4016075798139.489,0.0
4086068592526.027,0.0
4157281232232.294,0.0
4229734976912.4917,0.0
4303451456737.3335,0.0
4378452678851.587,0.0
4454761033943.894,0.0
4532399302931.357,0.0
4611390663760.436,0.0
4691758698326.464,0.0
4773527399513.665,0.0
4856721178358.061,0.0
4941364871334.932,0.0
5027483747773.577,0.0
5115103517401.103,0.0
5204250338017.679,0.0
5294950823305.775,0.0
5387232050775.179,0.0
5481121569846.795,0.0
5576647410077.11,0.0
5673838089526.105,0.0
5772722623270.883,0.0
5873330532067.922,0.0
5975691851165.946,0.0
6079837139272.743,0.0
6185797487678.02,0.0
6293604529535.244,0.0
6403290449305.515,0.0
