time,from_topo,to_topo,gradient
390.0500000000544,klein_bottle,sphere,0.015270658876553416
390.0500000000544,sphere,klein_bottle,0.978092630993872
390.0500000000544,klein_bottle,sphere,0.015497629077330752
390.0500000000544,sphere,klein_bottle,0.9779027282058129
390.0500000000544,klein_bottle,sphere,0.01573595224353339
390.0500000000544,sphere,klein_bottle,0.9777126388727753
390.0500000000544,klein_bottle,sphere,0.015957226045804362
390.0500000000544,sphere,klein_bottle,0.9774988583274749
390.0500000000544,klein_bottle,sphere,0.016189815504020773
390.0500000000544,sphere,klein_bottle,0.9773088622669265
390.0500000000544,klein_bottle,sphere,0.016422434645543438
390.0500000000544,sphere,klein_bottle,0.9771188662063781
390.0500000000544,klein_bottle,sphere,0.01664936289423102
390.0500000000544,sphere,klein_bottle,0.9769287768733406
390.0500000000544,klein_bottle,sphere,0.016864923365316517
390.0500000000544,sphere,klein_bottle,0.9767150896005293
390.0500000000544,klein_bottle,sphere,0.017086118718973232
390.0500000000544,sphere,klein_bottle,0.976525093539981
390.0500000000544,klein_bottle,sphere,0.017318703842851963
390.0500000000544,sphere,klein_bottle,0.9763350042069434
390.0500000000544,klein_bottle,sphere,0.017534240697789357
390.0500000000544,sphere,klein_bottle,0.9761451014188842
390.0500000000544,klein_bottle,sphere,0.01776113050153374
390.0500000000544,sphere,klein_bottle,0.9759313208735838
390.0500000000544,klein_bottle,sphere,0.017982290543567966
390.0500000000544,sphere,klein_bottle,0.9757413248130354
390.0500000000544,klein_bottle,sphere,0.018180766428106794
390.0500000000544,sphere,klein_bottle,0.9755274509952458
390.0500000000544,klein_bottle,sphere,0.018379191983430847
390.0500000000544,sphere,klein_bottle,0.9753136704499454
390.0500000000544,klein_bottle,sphere,0.0185776140233313
390.0500000000544,sphere,klein_bottle,0.9751237676618864
390.0500000000544,klein_bottle,sphere,0.01877606267728594
390.0500000000544,sphere,klein_bottle,0.9749099871165859
390.0500000000544,klein_bottle,sphere,0.018974468053724245
390.0500000000544,sphere,klein_bottle,0.9746962065712855
390.0500000000544,klein_bottle,sphere,0.019184222886562248
390.0500000000544,sphere,klein_bottle,0.974506117238248
390.0500000000544,klein_bottle,sphere,0.019388330542676864
390.0500000000544,sphere,klein_bottle,0.974292523237926
390.0500000000544,klein_bottle,sphere,0.01959239123682874
390.0500000000544,sphere,klein_bottle,0.9740787426926256
390.0500000000544,klein_bottle,sphere,0.01979076518728147
390.0500000000544,sphere,klein_bottle,0.973841084390084
390.0500000000544,klein_bottle,sphere,0.01998908298343057
390.0500000000544,sphere,klein_bottle,0.9736273038447836
390.0500000000544,klein_bottle,sphere,0.020193117488262715
390.0500000000544,sphere,klein_bottle,0.9733900186321989
390.0500000000544,klein_bottle,sphere,0.020391421627595687
390.0500000000544,sphere,klein_bottle,0.9731523603296572
390.0500000000544,klein_bottle,sphere,0.020606752661880886
390.0500000000544,sphere,klein_bottle,0.9729385797843569
390.0500000000544,klein_bottle,sphere,0.02081076192528684
390.0500000000544,sphere,klein_bottle,0.9727011080267938
390.0500000000544,klein_bottle,sphere,0.02100903808462268
390.0500000000544,sphere,klein_bottle,0.9724635429967413
390.0500000000544,klein_bottle,sphere,0.021212984214473273
390.0500000000544,sphere,klein_bottle,0.9722260712391781
390.0500000000544,klein_bottle,sphere,0.021405566835214305
390.0500000000544,sphere,klein_bottle,0.972012383966367
390.0500000000544,klein_bottle,sphere,0.021598187079180677
390.0500000000544,sphere,klein_bottle,0.9717747256638254
390.0500000000544,klein_bottle,sphere,0.021796431315324345
390.0500000000544,sphere,klein_bottle,0.9715610383910143
390.0500000000544,klein_bottle,sphere,0.02198903576839355
390.0500000000544,sphere,klein_bottle,0.9713234733609618
390.0500000000544,klein_bottle,sphere,0.02217590674341782
390.0500000000544,sphere,klein_bottle,0.9710860016033986
390.0500000000544,klein_bottle,sphere,0.02236844783711895
390.0500000000544,sphere,klein_bottle,0.9708484365733463
390.0500000000544,klein_bottle,sphere,0.022560980262287682
390.0500000000544,sphere,klein_bottle,0.970610871543294
390.0500000000544,klein_bottle,sphere,0.0227535014235066
390.0500000000544,sphere,klein_bottle,0.9703733065132415
390.0500000000544,klein_bottle,sphere,0.022946018287613473
390.0500000000544,sphere,klein_bottle,0.9701596192404304
390.0500000000544,klein_bottle,sphere,0.023132900091750144
390.0500000000544,sphere,klein_bottle,0.9699221474828672
390.0500000000544,klein_bottle,sphere,0.0233197190307402
390.0500000000544,sphere,klein_bottle,0.969684675725304
390.0500000000544,klein_bottle,sphere,0.02351220995003593
390.0500000000544,sphere,klein_bottle,0.9694471106952516
390.0500000000544,klein_bottle,sphere,0.023704690798029657
390.0500000000544,sphere,klein_bottle,0.9692095456651992
390.0500000000544,klein_bottle,sphere,0.02389148739364129
390.0500000000544,sphere,klein_bottle,0.9689720739076361
390.0500000000544,klein_bottle,sphere,0.024083951620347297
390.0500000000544,sphere,klein_bottle,0.9687346021500729
390.0500000000544,klein_bottle,sphere,0.024276410159833735
390.0500000000544,sphere,klein_bottle,0.9684971303925097
390.0500000000544,klein_bottle,sphere,0.024457503850263494
390.0500000000544,sphere,klein_bottle,0.9682594720899681
390.0500000000544,klein_bottle,sphere,0.024632916650177576
390.0500000000544,sphere,klein_bottle,0.9680220003324049
390.0500000000544,klein_bottle,sphere,0.024808322146489845
390.0500000000544,sphere,klein_bottle,0.9677845285748418
390.0500000000544,klein_bottle,sphere,0.02498939494498058
390.0500000000544,sphere,klein_bottle,0.9675470568172786
390.0500000000544,klein_bottle,sphere,0.025164782079893696
390.0500000000544,sphere,klein_bottle,0.9672857073024742
390.0500000000544,klein_bottle,sphere,0.025340108318230536
390.0500000000544,sphere,klein_bottle,0.967048235544911
390.0500000000544,klein_bottle,sphere,0.025509804973182518
390.0500000000544,sphere,klein_bottle,0.9668106705148587
390.0500000000544,klein_bottle,sphere,0.025690845749543428
390.0500000000544,sphere,klein_bottle,0.9665494142725435
390.0500000000544,klein_bottle,sphere,0.02586047031565889
390.0500000000544,sphere,klein_bottle,0.9663119425149803
390.0500000000544,klein_bottle,sphere,0.02603014948926645
390.0500000000544,sphere,klein_bottle,0.9660744707574171
390.0500000000544,klein_bottle,sphere,0.026205489746013194
390.0500000000544,sphere,klein_bottle,0.9658131212426128
390.0500000000544,klein_bottle,sphere,0.02637509280862489
390.0500000000544,sphere,klein_bottle,0.9655756494850496
390.0500000000544,klein_bottle,sphere,0.026539069615060442
390.0500000000544,sphere,klein_bottle,0.965337991182508
390.0500000000544,klein_bottle,sphere,0.026708715263433866
390.0500000000544,sphere,klein_bottle,0.965076828212682
390.0500000000544,klein_bottle,sphere,0.026883965815481345
390.0500000000544,sphere,klein_bottle,0.9648393564551189
390.0500000000544,klein_bottle,sphere,0.027047920205927473
390.0500000000544,sphere,klein_bottle,0.9646016981525772
390.0500000000544,klein_bottle,sphere,0.027211866900622248
390.0500000000544,sphere,klein_bottle,0.9643166574255101
390.0500000000544,klein_bottle,sphere,0.027381362369651583
390.0500000000544,sphere,klein_bottle,0.9640554944556841
390.0500000000544,klein_bottle,sphere,0.027533887723296693
390.0500000000544,sphere,klein_bottle,0.9637941449408797
390.0500000000544,klein_bottle,sphere,0.027692080919147793
390.0500000000544,sphere,klein_bottle,0.9635329819710537
390.0500000000544,klein_bottle,sphere,0.027855936929037924
390.0500000000544,sphere,klein_bottle,0.9632716324562494
390.0500000000544,klein_bottle,sphere,0.028008436405419328
390.0500000000544,sphere,klein_bottle,0.9629865917291822
390.0500000000544,klein_bottle,sphere,0.02816654205264653
390.0500000000544,sphere,klein_bottle,0.9627254287593562
390.0500000000544,klein_bottle,sphere,0.028341721798251212
390.0500000000544,sphere,klein_bottle,0.9624640792445518
390.0500000000544,klein_bottle,sphere,0.0284998730658229
390.0500000000544,sphere,klein_bottle,0.9621790385174847
390.0500000000544,klein_bottle,sphere,0.028657953842260987
390.0500000000544,sphere,klein_bottle,0.9618939977904175
390.0500000000544,klein_bottle,sphere,0.028816029029825312
390.0500000000544,sphere,klein_bottle,0.9616090503358395
390.0500000000544,klein_bottle,sphere,0.028968424307182338
390.0500000000544,sphere,klein_bottle,0.9613241028812616
390.0500000000544,klein_bottle,sphere,0.029120805944366515
390.0500000000544,sphere,klein_bottle,0.9610390621541944
390.0500000000544,klein_bottle,sphere,0.02926750776999701
390.0500000000544,sphere,klein_bottle,0.9607540214271272
390.0500000000544,klein_bottle,sphere,0.029431221403775683
390.0500000000544,sphere,klein_bottle,0.96046898070006
390.0500000000544,klein_bottle,sphere,0.02957791001542553
390.0500000000544,sphere,klein_bottle,0.9601839399729929
390.0500000000544,klein_bottle,sphere,0.02973025910740746
390.0500000000544,sphere,klein_bottle,0.9598988992459256
390.0500000000544,klein_bottle,sphere,0.029888276583107283
390.0500000000544,sphere,klein_bottle,0.9596138585188585
390.0500000000544,klein_bottle,sphere,0.03003493863838276
390.0500000000544,sphere,klein_bottle,0.9593289110642805
390.0500000000544,klein_bottle,sphere,0.030181598747419224
390.0500000000544,sphere,klein_bottle,0.9590438703372134
390.0500000000544,klein_bottle,sphere,0.03032824525521982
390.0500000000544,sphere,klein_bottle,0.9587589228826354
390.0500000000544,klein_bottle,sphere,0.03048055732674383
390.0500000000544,sphere,klein_bottle,0.9584738821555682
390.0500000000544,klein_bottle,sphere,0.030627188137810082
390.0500000000544,sphere,klein_bottle,0.958188841428501
390.0500000000544,klein_bottle,sphere,0.03077381674178675
390.0500000000544,sphere,klein_bottle,0.9579038007014339
390.0500000000544,klein_bottle,sphere,0.030914759378615035
390.0500000000544,sphere,klein_bottle,0.9576187599743666
390.0500000000544,klein_bottle,sphere,0.03106137258378457
390.0500000000544,sphere,klein_bottle,0.9573337192472995
390.0500000000544,klein_bottle,sphere,0.031202302904777834
390.0500000000544,sphere,klein_bottle,0.9570486785202323
390.0500000000544,klein_bottle,sphere,0.0313488979280926
390.0500000000544,sphere,klein_bottle,0.9567636377931651
390.0500000000544,klein_bottle,sphere,0.031495482394328284
390.0500000000544,sphere,klein_bottle,0.9564787836110764
390.0500000000544,klein_bottle,sphere,0.03163639332140486
390.0500000000544,sphere,klein_bottle,0.95619364961152
390.0500000000544,klein_bottle,sphere,0.03177729595565818
390.0500000000544,sphere,klein_bottle,0.955908702156942
390.0500000000544,klein_bottle,sphere,0.03191819166394259
390.0500000000544,sphere,klein_bottle,0.9556236614298749
390.0500000000544,klein_bottle,sphere,0.032059076840462525
390.0500000000544,sphere,klein_bottle,0.9553386207028077
390.0500000000544,klein_bottle,sphere,0.032199960108133724
390.0500000000544,sphere,klein_bottle,0.9550535799757405
390.0500000000544,klein_bottle,sphere,0.03234649311741108
390.0500000000544,sphere,klein_bottle,0.9547685392486733
390.0500000000544,klein_bottle,sphere,0.032487364069254246
390.0500000000544,sphere,klein_bottle,0.9544835917940954
390.0500000000544,klein_bottle,sphere,0.0326282194805244
390.0500000000544,sphere,klein_bottle,0.9541985510670282
390.0500000000544,klein_bottle,sphere,0.032769067137142595
390.0500000000544,sphere,klein_bottle,0.9539136036124503
390.0500000000544,klein_bottle,sphere,0.0329099103862269
390.0500000000544,sphere,klein_bottle,0.9536285628853831
390.0500000000544,klein_bottle,sphere,0.03305074587818189
390.0500000000544,sphere,klein_bottle,0.9533435221583159
390.0500000000544,klein_bottle,sphere,0.033191571113752934
390.0500000000544,sphere,klein_bottle,0.9530584814312487
390.0500000000544,klein_bottle,sphere,0.03333238887539699
390.0500000000544,sphere,klein_bottle,0.9527734407041816
390.0500000000544,klein_bottle,sphere,0.03347320194527734
390.0500000000544,sphere,klein_bottle,0.9524883999771143
390.0500000000544,klein_bottle,sphere,0.0336140075411977
390.0500000000544,sphere,klein_bottle,0.9522033592500472
390.0500000000544,klein_bottle,sphere,0.033749136029716985
390.0500000000544,sphere,klein_bottle,0.95191831852298
390.0500000000544,klein_bottle,sphere,0.03388425734364068
390.0500000000544,sphere,klein_bottle,0.9516333710684021
390.0500000000544,klein_bottle,sphere,0.034025041111114394
390.0500000000544,sphere,klein_bottle,0.9513484236138241
390.0500000000544,klein_bottle,sphere,0.0341544818195929
390.0500000000544,sphere,klein_bottle,0.9510633828867568
390.0500000000544,klein_bottle,sphere,0.0342782491054635
390.0500000000544,sphere,klein_bottle,0.9507783421596897
390.0500000000544,klein_bottle,sphere,0.03440767591903722
390.0500000000544,sphere,klein_bottle,0.9504933014326226
390.0500000000544,klein_bottle,sphere,0.034531435466084816
390.0500000000544,sphere,klein_bottle,0.9502082607055553
390.0500000000544,klein_bottle,sphere,0.03465517731097562
390.0500000000544,sphere,klein_bottle,0.9499232199784882
390.0500000000544,klein_bottle,sphere,0.03477892370561867
390.0500000000544,sphere,klein_bottle,0.949638179251421
390.0500000000544,klein_bottle,sphere,0.03490832068578843
390.0500000000544,sphere,klein_bottle,0.9493531385243538
390.0500000000544,klein_bottle,sphere,0.035037716353535774
390.0500000000544,sphere,klein_bottle,0.9490682843422651
390.0500000000544,klein_bottle,sphere,0.03516710019139246
390.0500000000544,sphere,klein_bottle,0.9487831503427087
390.0500000000544,klein_bottle,sphere,0.03529081396827859
390.0500000000544,sphere,klein_bottle,0.9484980163431522
390.0500000000544,klein_bottle,sphere,0.03541452394824249
390.0500000000544,sphere,klein_bottle,0.9482131621610635
390.0500000000544,klein_bottle,sphere,0.03553822549021832
390.0500000000544,sphere,klein_bottle,0.9479281214339964
390.0500000000544,klein_bottle,sphere,0.03565058784675866
390.0500000000544,sphere,klein_bottle,0.9476430807069292
390.0500000000544,klein_bottle,sphere,0.03577427592475723
390.0500000000544,sphere,klein_bottle,0.9473343487675993
390.0500000000544,klein_bottle,sphere,0.03589221157985457
390.0500000000544,sphere,klein_bottle,0.947049308040532
390.0500000000544,klein_bottle,sphere,0.03601589194456148
390.0500000000544,sphere,klein_bottle,0.9467405761012021
390.0500000000544,klein_bottle,sphere,0.03613947530801975
390.0500000000544,sphere,klein_bottle,0.9464555353741348
390.0500000000544,klein_bottle,sphere,0.03625747563200072
390.0500000000544,sphere,klein_bottle,0.9461704946470677
390.0500000000544,klein_bottle,sphere,0.036369803212683335
390.0500000000544,sphere,klein_bottle,0.9458854539200006
390.0500000000544,klein_bottle,sphere,0.03648778835309757
390.0500000000544,sphere,klein_bottle,0.9455767219806706
390.0500000000544,klein_bottle,sphere,0.03661134747871751
390.0500000000544,sphere,klein_bottle,0.9452678967688514
390.0500000000544,klein_bottle,sphere,0.03673490472616427
390.0500000000544,sphere,klein_bottle,0.9449828560417842
390.0500000000544,klein_bottle,sphere,0.03685853050009103
390.0500000000544,sphere,klein_bottle,0.9446979085872063
390.0500000000544,klein_bottle,sphere,0.0369764926647271
390.0500000000544,sphere,klein_bottle,0.9444128678601391
390.0500000000544,klein_bottle,sphere,0.037094442674834485
390.0500000000544,sphere,klein_bottle,0.9441041359208091
390.0500000000544,klein_bottle,sphere,0.037217970117883845
390.0500000000544,sphere,klein_bottle,0.9437717127692163
390.0500000000544,klein_bottle,sphere,0.037324418417080195
390.0500000000544,sphere,klein_bottle,0.943462794284908
390.0500000000544,klein_bottle,sphere,0.03743660943168739
390.0500000000544,sphere,klein_bottle,0.943154062345578
390.0500000000544,klein_bottle,sphere,0.037554451162905185
390.0500000000544,sphere,klein_bottle,0.9428214526490069
390.0500000000544,klein_bottle,sphere,0.03766654360538254
390.0500000000544,sphere,klein_bottle,0.9425127207096768
390.0500000000544,klein_bottle,sphere,0.03777870987483384
390.0500000000544,sphere,klein_bottle,0.9422039887703468
390.0500000000544,klein_bottle,sphere,0.037890872450940145
390.0500000000544,sphere,klein_bottle,0.9418951635585276
390.0500000000544,klein_bottle,sphere,0.038008692448715804
390.0500000000544,sphere,klein_bottle,0.9415863383467085
390.0500000000544,klein_bottle,sphere,0.03812649730992015
390.0500000000544,sphere,klein_bottle,0.9413013908921305
390.0500000000544,klein_bottle,sphere,0.03823872163716083
390.0500000000544,sphere,klein_bottle,0.9409688744680486
390.0500000000544,klein_bottle,sphere,0.038339451806691516
390.0500000000544,sphere,klein_bottle,0.9406838337409814
390.0500000000544,klein_bottle,sphere,0.03845732724086319
390.0500000000544,sphere,klein_bottle,0.9403514105893886
390.0500000000544,klein_bottle,sphere,0.03857502702314672
390.0500000000544,sphere,klein_bottle,0.9400425853775695
390.0500000000544,klein_bottle,sphere,0.03868148593744426
390.0500000000544,sphere,klein_bottle,0.9397337601657503
390.0500000000544,klein_bottle,sphere,0.03879925376335159
390.0500000000544,sphere,klein_bottle,0.9394013370141575
390.0500000000544,klein_bottle,sphere,0.038911272325713175
390.0500000000544,sphere,klein_bottle,0.9390687273175864
390.0500000000544,klein_bottle,sphere,0.039028940427335124
390.0500000000544,sphere,klein_bottle,0.9387836865905191
390.0500000000544,klein_bottle,sphere,0.03913545416869215
390.0500000000544,sphere,klein_bottle,0.9384749546511892
390.0500000000544,klein_bottle,sphere,0.03924753849680733
390.0500000000544,sphere,klein_bottle,0.9381662227118592
390.0500000000544,klein_bottle,sphere,0.039353954086797045
390.0500000000544,sphere,klein_bottle,0.9378574907725293
390.0500000000544,klein_bottle,sphere,0.03947168218000622
390.0500000000544,sphere,klein_bottle,0.9375248810759581
390.0500000000544,klein_bottle,sphere,0.0395666848110615
390.0500000000544,sphere,klein_bottle,0.9372161491366281
390.0500000000544,klein_bottle,sphere,0.039673081719272134
390.0500000000544,sphere,klein_bottle,0.9369074171972982
390.0500000000544,klein_bottle,sphere,0.03977381643025882
390.0500000000544,sphere,klein_bottle,0.9365749007732161
390.0500000000544,klein_bottle,sphere,0.039874457406524816
390.0500000000544,sphere,klein_bottle,0.936266075561397
390.0500000000544,klein_bottle,sphere,0.039963854584113986
390.0500000000544,sphere,klein_bottle,0.9359573436220671
390.0500000000544,klein_bottle,sphere,0.0400702330286344
390.0500000000544,sphere,klein_bottle,0.9356247339254958
390.0500000000544,klein_bottle,sphere,0.0401708526850219
390.0500000000544,sphere,klein_bottle,0.9353160019861659
390.0500000000544,klein_bottle,sphere,0.04027721320286638
390.0500000000544,sphere,klein_bottle,0.9350072700468359
390.0500000000544,klein_bottle,sphere,0.04036659408113794
390.0500000000544,sphere,klein_bottle,0.934674753622754
390.0500000000544,klein_bottle,sphere,0.04045588057832232
390.0500000000544,sphere,klein_bottle,0.9343659284109348
390.0500000000544,klein_bottle,sphere,0.040556565543462424
390.0500000000544,sphere,klein_bottle,0.9340571964716048
390.0500000000544,klein_bottle,sphere,0.040662905144428246
390.0500000000544,sphere,klein_bottle,0.9337245867750337
390.0500000000544,klein_bottle,sphere,0.04075783125003726
390.0500000000544,sphere,klein_bottle,0.9334158548357037
390.0500000000544,klein_bottle,sphere,0.04085849886927228
390.0500000000544,sphere,klein_bottle,0.9330833384116217
390.0500000000544,klein_bottle,sphere,0.04095907033963426
390.0500000000544,sphere,klein_bottle,0.9327508219875398
390.0500000000544,klein_bottle,sphere,0.041059638315433244
390.0500000000544,sphere,klein_bottle,0.9324182122909686
390.0500000000544,klein_bottle,sphere,0.04115454041407096
390.0500000000544,sphere,klein_bottle,0.9321094803516385
390.0500000000544,klein_bottle,sphere,0.04124387160697256
390.0500000000544,sphere,klein_bottle,0.9317769639275566
390.0500000000544,klein_bottle,sphere,0.04133310646512935
390.0500000000544,sphere,klein_bottle,0.9314444475034747
390.0500000000544,klein_bottle,sphere,0.04142233297296889
390.0500000000544,sphere,klein_bottle,0.9311357155641447
390.0500000000544,klein_bottle,sphere,0.041517306817744216
390.0500000000544,sphere,klein_bottle,0.9308031058675735
390.0500000000544,klein_bottle,sphere,0.041623494273001715
390.0500000000544,sphere,klein_bottle,0.9304706827159808
390.0500000000544,klein_bottle,sphere,0.04171270392170503
390.0500000000544,sphere,klein_bottle,0.9301380730194095
390.0500000000544,klein_bottle,sphere,0.04180756532856436
390.0500000000544,sphere,klein_bottle,0.9298293410800795
390.0500000000544,klein_bottle,sphere,0.04190817149352779
390.0500000000544,sphere,klein_bottle,0.9294968246559976
390.0500000000544,klein_bottle,sphere,0.04200301867771281
390.0500000000544,sphere,klein_bottle,0.9291643082319156
390.0500000000544,klein_bottle,sphere,0.04209221072587201
390.0500000000544,sphere,klein_bottle,0.9288555762925856
390.0500000000544,klein_bottle,sphere,0.04218148469925751
390.0500000000544,sphere,klein_bottle,0.9285229665960145
390.0500000000544,klein_bottle,sphere,0.04228763149922664
390.0500000000544,sphere,klein_bottle,0.9281905434444218
390.0500000000544,klein_bottle,sphere,0.04238245279703216
390.0500000000544,sphere,klein_bottle,0.9278579337478505
390.0500000000544,klein_bottle,sphere,0.04247162168601551
390.0500000000544,sphere,klein_bottle,0.9275491085360313
390.0500000000544,klein_bottle,sphere,0.04256653281589957
390.0500000000544,sphere,klein_bottle,0.9272166853844386
390.0500000000544,klein_bottle,sphere,0.04265568576693882
390.0500000000544,sphere,klein_bottle,0.9268841689603566
390.0500000000544,klein_bottle,sphere,0.04273918198200675
390.0500000000544,sphere,klein_bottle,0.9265754370210267
390.0500000000544,klein_bottle,sphere,0.0428340770464231
390.0500000000544,sphere,klein_bottle,0.9262428273244555
390.0500000000544,klein_bottle,sphere,0.04292886319693606
390.0500000000544,sphere,klein_bottle,0.9259103109003736
390.0500000000544,klein_bottle,sphere,0.04302365489755
390.0500000000544,sphere,klein_bottle,0.9255777944762915
390.0500000000544,klein_bottle,sphere,0.043112779465740866
390.0500000000544,sphere,klein_bottle,0.9252690625369616
390.0500000000544,klein_bottle,sphere,0.0432019965637743
390.0500000000544,sphere,klein_bottle,0.9249364528403904
