time,h_plus,h_cross
0.339,4.4131929857219246e-32,-1.5006656703146774e-32
0.34,2.9395918347908777e-32,-3.6075979045299914e-32
0.341,5.7654565039345526e-33,-4.609934006429443e-32
0.342,-1.9540465347216042e-32,-4.2063965608038023e-32
0.343,-3.8817133925114317e-32,-2.524437264856143e-32
0.34400000000000003,-4.621983084596409e-32,-8.00339834161775e-34
0.34500000000000003,-4.460490319732464e-32,1.1840807921765152e-32
0.34600000000000003,-3.147313708329974e-32,3.364752951275544e-32
0.34700000000000003,-8.809603767189097e-33,4.5144673507222966e-32
0.34800000000000003,1.6458766353226117e-32,4.2868627764632514e-32
0.34900000000000003,3.663559206593218e-32,2.755769640190766e-32
0.35000000000000003,4.5599168409695835e-32,3.913493210839955e-33
0.35100000000000003,4.065970950273108e-32,-2.0842678259688962e-32
0.352,3.336080767734681e-32,-3.110849636379747e-32
0.353,1.175192982440508e-32,-4.399602391162404e-32
0.354,-1.3360475224828785e-32,-4.345520288644266e-32
0.355,-3.4324486818875564e-32,-2.969526068853029e-32
0.356,-4.477576596905244e-32,-6.946547336844755e-33
0.357,-4.489488555083033e-32,5.544423972133711e-33
0.358,-3.50537818315477e-32,2.847304250496831e-32
0.359,-1.458057587612329e-32,4.2662649034163104e-32
0.36,1.0260530980181559e-32,4.382524330021746e-32
0.361,3.1897282085804126e-32,3.165046576344886e-32
0.362,4.375752092688605e-32,9.886785446916043e-33
0.363,4.2265392541536785e-32,-1.4812450670798378e-32
0.364,2.7919299639477994e-32,-3.492291558573253e-32
0.365,5.12670905094602e-33,-4.434142099312224e-32
0.366,-1.9149795657552116e-32,-4.023803750143854e-32
0.367,-3.7519331105779517e-32,-2.3906186814359268e-32
0.368,-4.441276045442649e-32,-3.554062165059184e-34
0.369,-3.7770999313307034e-32,2.3225132158588533e-32
0.37,-1.9659796091439906e-32,3.9661126607535656e-32
0.371,4.372483079543249e-33,4.3975824079408513e-32
0.372,2.699449269915835e-32,3.4896847152645084e-32
0.373,4.1328348378378555e-32,1.5230978000335364e-32
0.374,4.30406627729904e-32,-9.003358683699449e-33
0.375,3.165247878028309e-32,-3.0417844098386886e-32
0.376,1.0672161949107558e-32,-4.250666485837767e-32
0.377,-1.3485262482439466e-32,-4.1622921336809684e-32
0.378,-3.3459505836883876e-32,-2.807865579052573e-32
0.379,-4.3187474485483494e-32,-6.036741330852952e-33
0.38,-3.9743604014245946e-32,1.7768455860822907e-32
0.381,-2.421949932629167e-32,3.6088514517647373e-32
0.382,-1.3784537317929882e-33,4.336794698303373e-32
0.383,2.180596605000927e-32,3.742878111856536e-32
0.384,3.8278930791443966e-32,2.012195241776607e-32
0.385,3.8099621492635635e-32,2.0306768174201014e-32
0.386,4.2997162839414717e-32,-2.9978608669753714e-33
0.387,3.479684058164688e-32,-2.5312860360228096e-32
0.388,1.6037128377701773e-32,-3.985235165534573e-32
0.389,-7.539332083633545e-33,-4.2218678333613956e-32
0.39,-2.8743549703706654e-32,-3.1732412839206444e-32
0.391,-4.113219395903403e-32,-1.162669377603759e-32
0.392,-4.096544869009455e-32,1.194945253879249e-32
0.393,-2.833582652321907e-32,3.1811610848787524e-32
0.394,-7.127269432805132e-33,4.1929227189634816e-32
0.395,1.617912865267457e-32,3.9256520089135336e-32
0.396,3.448558903124375e-32,2.464920415298572e-32
0.397,4.2239146577382823e-32,2.5911619513757318e-33
0.398,3.7115957100165534e-32,-2.0181817521663635e-32
0.399,2.0717563764589668e-32,-3.673884619765987e-32
0.4,-1.9294232953587015e-33,-4.2063257108812515e-32
0.401,-2.3914033448739966e-32,-3.4572517728863706e-32
0.402,-3.8549817508211517e-32,-1.658827561670509e-32
0.403,-4.140840279486549e-32,6.382977780674944e-33
0.404,-3.1659278059209364e-32,2.7335814494928024e-32
0.405,-1.2310497420174697e-32,3.9902207308576306e-32
0.406,1.0719271549408298e-32,4.0286833340704607e-32
0.40700000000000003,3.041114411762638e-32,2.841321128175969e-32
0.40800000000000003,4.078512293362633e-32,7.934594759460549e-33
0.40900000000000003,3.8716010363846504e-32,-1.4889914543073766e-32
0.41000000000000003,2.487472637304187e-32,-3.31083235240688e-32
0.41100000000000003,3.511553476956558e-33,-4.119314543232671e-32
0.41200000000000003,-1.8848891312666674e-32,-3.671835597673003e-32
0.41300000000000003,-3.5400290974911605e-32,-2.108717209968727e-32
0.41400000000000003,-4.112633703321328e-32,9.076091843698918e-34
0.41500000000000004,-3.4320947180498504e-32,2.255306327303752e-32
0.41600000000000004,-1.7096312360762267e-32,3.726488491667881e-32
0.417,-1.728042375842687e-32,3.7104563628295776e-32
0.418,5.031706355117112e-33,4.0552045284387404e-32
0.419,2.573872744390153e-32,3.16503975746541e-32
0.42,3.854602445989325e-32,1.3148975562198206e-32
0.421,3.958336151951549e-32,-9.291355319298474e-33
0.422,2.8574304454102804e-32,-2.883018416984153e-32
0.423,8.908364445361368e-33,-3.9532623820406405e-32
0.424,-1.3402434909251485e-32,-3.8171942538693365e-32
0.425,-3.1561398026543573e-32,-2.5202260901810886e-32
0.426,-4.0057612422616897e-32,-4.6081399213277926e-33
0.427,-3.633832386634828e-32,1.731944042653043e-32
0.428,-2.157574867596729e-32,3.3904740134881734e-32
0.429,-2.9803976240887985e-34,4.0119583599966046e-32
0.43,2.0999537904663577e-32,3.410766175442482e-32
0.431,3.583728927421881e-32,1.7738744949605782e-32
0.432,3.9722436222514005e-32,-3.9725802956584185e-33
0.433,3.9678329972594994e-32,-3.7390012389160154e-33
0.434,3.1595805502800876e-32,-2.4182005472648354e-32
0.435,1.3927390095226277e-32,-3.7199785257128266e-32
0.436,-7.919533055036608e-33,-3.8856487866347575e-32
0.437,-2.728429558473239e-32,-2.868588111570591e-32
0.438,-3.8283573225227657e-32,-9.821654874320039e-33
0.439,-3.759875643508473e-32,1.1967960434721815e-32
0.44,-2.547707774962391e-32,3.0043902039028053e-32
0.441,-5.6445267766341233e-33,3.891905801969169e-32
0.442,1.5839330864056256e-32,3.5923846685439583e-32
0.443,3.2432696757881977e-32,2.2009040731052858e-32
0.444,3.9103437768575614e-32,1.4444539891645302e-33
0.445,3.3855051119647024e-32,-1.9491162588594395e-32
0.446,1.8323983530136212e-32,-3.4427069320891517e-32
0.447,-2.7303351479257653e-33,-3.883909387985683e-32
0.448,-2.2883905526615366e-32,-3.141993195328509e-32
0.449,-3.6008151842370036e-32,-1.4466179775539863e-32
0.45,-3.813351225129762e-32,6.832381125693964e-33
0.451,-2.8649963639386043e-32,2.5981364091938157e-32
0.452,-1.048143677958677e-32,3.71619874117452e-32
0.453,1.0815528001821703e-32,3.699914692822316e-32
0.454,2.875107747312271e-32,2.558013423894749e-32
0.455,3.787964073344715e-32,6.416556774381134e-33
0.456,3.545322834003856e-32,-1.4635437917655674e-32
0.457,2.2248510603018785e-32,-3.1164653446396914e-32
0.458,2.318792138399341e-33,-3.8157250276976394e-32
