f_mid,local_slope,D_eff
1.224744871391589,0.2918577570047656,3.426326612876942
1.7320508075688772,0.3775674829470598,2.6485331633821176
2.449489742783178,0.47301145418464474,2.114113709410597
3.4641016151377544,0.5703958074464045,1.7531685663625112
4.898979485566356,0.6616912903782761,1.5112787708423958
6.928203230275509,0.7419451322328221,1.347808559631065
9.797958971132712,0.8070509422308605,1.2390791555682807
13.856406460551018,0.8587258615165017,1.1645159937701302
