n_grid,d_eff_static,r2,phi,distance_from_phi,gamma_min,gamma_analytic,gamma_match
48,2.0118197358346483,0.8515063339925318,1.618033988749895,0.39378574708475345,0.00428215352279308,0.0042821535227929855,9.454242944073599e-17
